application_id,age,income_annual_inr,employment_type,employment_years,existing_loans,existing_emi_inr,credit_score,loan_amount_inr,loan_purpose,ltv_ratio,dti_ratio,default_flag
APP-0692,45,2400000,salaried,12,1,8423,679,500000,home,0.9,0.06,0
APP-0693,58,840000,contract,3,1,4696,614,5000000,business,0.54,0.64,1
APP-0694,24,2400000,self_employed,1,3,44772,651,1000000,business,0.68,0.26,1
APP-0695,30,600000,contract,18,2,17676,679,5000000,education,0.66,1.15,1
APP-0696,52,300000,contract,6,1,7739,656,250000,business,0.78,0.39,0
APP-0697,29,2400000,self_employed,11,2,28440,836,100000,personal,0.63,0.15,0
APP-0698,54,600000,self_employed,14,0,0,709,5000000,home,0.86,0.8,0
APP-0699,47,1200000,government,2,0,0,674,500000,medical,0.42,0.04,0
APP-0700,48,300000,salaried,11,0,0,649,5000000,medical,0.67,1.6,1
APP-0701,57,1800000,contract,20,1,10678,637,1000000,medical,0.83,0.12,0
APP-0702,28,1800000,salaried,18,1,13387,690,5000000,personal,0.63,0.36,0
APP-0703,35,1800000,contract,16,3,42720,692,5000000,medical,0.71,0.55,0
APP-0704,33,1200000,self_employed,20,3,42306,616,100000,business,0.58,0.43,0
APP-0705,43,300000,self_employed,16,0,0,530,2500000,business,0.45,0.8,1
APP-0706,53,1800000,government,2,1,4447,688,250000,personal,0.8,0.04,0
APP-0707,28,1200000,self_employed,10,2,21286,790,2500000,medical,0.56,0.41,0
APP-0708,25,1200000,self_employed,20,0,0,665,250000,home,0.49,0.02,0
APP-0709,51,840000,self_employed,19,0,0,675,500000,vehicle,0.79,0.06,0
APP-0710,28,600000,salaried,7,0,0,620,500000,home,0.89,0.08,0
APP-0711,23,1800000,salaried,7,0,0,677,250000,medical,0.65,0.01,0
APP-0712,58,300000,government,10,2,22968,670,100000,home,0.6,0.95,1
APP-0713,40,300000,self_employed,16,1,5446,684,5000000,personal,0.85,1.82,1
APP-0714,39,1200000,government,12,1,3887,568,500000,business,0.59,0.08,0
APP-0715,30,300000,salaried,12,1,14828,666,1000000,business,0.87,0.91,0
APP-0716,35,2400000,government,14,1,4399,721,500000,vehicle,0.58,0.04,0
APP-0717,43,420000,government,20,1,7894,656,1000000,home,0.91,0.45,0
APP-0718,43,1800000,self_employed,7,2,8458,620,5000000,vehicle,0.51,0.32,0
APP-0719,57,840000,salaried,13,0,0,685,2500000,medical,0.77,0.29,0
APP-0720,22,840000,contract,20,3,39378,671,500000,medical,0.41,0.62,0
APP-0721,30,420000,contract,13,1,11396,666,1000000,business,0.85,0.55,0
APP-0722,56,1200000,government,3,2,14654,621,2500000,vehicle,0.53,0.35,0
APP-0723,37,1200000,salaried,7,0,0,602,1000000,personal,0.82,0.08,0
APP-0724,57,840000,contract,7,2,26458,773,2500000,medical,0.47,0.66,0
APP-0725,49,420000,contract,20,3,18468,769,1000000,vehicle,0.49,0.76,1
APP-0726,39,420000,contract,4,1,13671,680,500000,medical,0.92,0.5,1
APP-0727,57,600000,self_employed,9,3,26346,801,100000,personal,0.89,0.54,0
APP-0728,23,1200000,self_employed,4,3,25443,552,2500000,business,0.68,0.45,0
APP-0729,54,420000,self_employed,4,2,9752,519,2500000,education,0.48,0.85,1
APP-0730,45,300000,salaried,17,1,10254,700,100000,medical,0.53,0.44,1
APP-0731,43,1800000,government,4,0,0,597,500000,home,0.63,0.03,0
APP-0732,45,840000,contract,18,2,12306,590,1000000,medical,0.78,0.29,1
APP-0733,37,1200000,government,11,3,13779,737,500000,vehicle,0.91,0.18,0
APP-0734,50,1800000,contract,20,2,28524,667,250000,medical,0.67,0.2,0
APP-0735,42,1800000,contract,4,2,17700,816,500000,medical,0.75,0.14,0
APP-0736,36,420000,government,16,1,5716,737,5000000,personal,0.7,1.31,1
APP-0737,49,1200000,contract,8,3,35619,672,500000,business,0.77,0.4,1
APP-0738,49,1800000,self_employed,13,3,26124,614,5000000,home,0.55,0.44,1
APP-0739,58,420000,self_employed,14,1,13438,728,500000,medical,0.53,0.5,0
APP-0740,26,1800000,salaried,11,2,16534,585,250000,personal,0.52,0.12,0
APP-0741,41,420000,salaried,6,1,9158,691,5000000,vehicle,0.83,1.4,1
APP-0742,24,840000,government,20,1,5128,677,500000,home,0.86,0.13,0
APP-0743,43,420000,contract,16,2,23076,541,100000,home,0.54,0.68,1
APP-0744,58,2400000,self_employed,7,3,43149,647,2500000,medical,0.47,0.32,0
APP-0745,26,420000,salaried,1,3,41100,611,500000,home,0.44,1.29,1
APP-0746,52,600000,government,8,0,0,799,2500000,vehicle,0.72,0.4,0
APP-0747,47,420000,government,12,3,15435,689,250000,home,0.44,0.5,1
APP-0748,38,2400000,salaried,4,1,6673,635,500000,business,0.54,0.05,0
APP-0749,38,840000,contract,12,1,10803,571,1000000,home,0.84,0.27,0
APP-0750,29,1800000,salaried,12,1,10599,765,5000000,personal,0.82,0.34,0
APP-0751,45,1800000,government,3,3,25164,603,100000,medical,0.86,0.17,0
APP-0752,37,1200000,government,13,1,14327,763,2500000,home,0.47,0.34,0
APP-0753,55,840000,self_employed,7,3,44976,722,2500000,business,0.5,0.93,0
APP-0754,46,600000,salaried,3,1,3699,676,5000000,personal,0.69,0.87,1
APP-0755,36,420000,self_employed,18,3,34155,685,5000000,personal,0.65,2.12,1
APP-0756,49,420000,self_employed,10,0,0,704,1000000,home,0.58,0.23,0
APP-0757,51,1200000,government,4,2,17702,501,500000,education,0.82,0.22,1
APP-0758,56,2400000,salaried,17,0,0,633,100000,personal,0.8,0.0,0
APP-0759,28,600000,government,14,2,8842,672,2500000,vehicle,0.89,0.58,0
APP-0760,48,1800000,government,2,3,23454,662,250000,medical,0.85,0.17,0
APP-0761,45,1800000,self_employed,5,3,34026,723,2500000,business,0.47,0.36,0
APP-0762,42,300000,self_employed,18,2,8558,731,100000,personal,0.81,0.37,0
APP-0763,45,300000,self_employed,19,3,26751,691,500000,vehicle,0.72,1.23,1
APP-0764,48,1800000,contract,7,0,0,701,100000,personal,0.45,0.01,0
APP-0765,50,2400000,self_employed,10,2,10894,597,100000,business,0.44,0.06,0
APP-0766,48,1200000,government,20,2,6894,589,5000000,home,0.69,0.47,0
APP-0767,51,300000,self_employed,16,3,15021,667,2500000,medical,0.68,1.4,1
APP-0768,45,840000,contract,6,2,21036,612,1000000,home,0.8,0.41,0
APP-0769,24,1800000,self_employed,18,3,32574,585,2500000,vehicle,0.83,0.35,1
APP-0770,48,1800000,government,20,0,0,593,1000000,personal,0.51,0.05,0
APP-0771,31,420000,salaried,20,1,7425,638,2500000,home,0.51,0.78,0
APP-0772,48,300000,government,6,0,0,762,250000,vehicle,0.91,0.08,0
APP-0773,24,2400000,salaried,2,0,0,682,2500000,medical,0.77,0.1,0
APP-0774,47,1200000,government,16,1,7766,649,250000,education,0.5,0.1,0
APP-0775,49,1800000,contract,20,3,23370,697,100000,education,0.49,0.16,0
APP-0776,29,300000,self_employed,9,1,11161,684,250000,medical,0.88,0.53,0
APP-0777,28,600000,self_employed,15,2,10818,671,1000000,personal,0.49,0.38,0
APP-0778,41,300000,contract,18,2,16094,635,1000000,education,0.42,0.96,1
APP-0779,57,420000,government,15,2,23682,581,250000,medical,0.93,0.73,1
APP-0780,56,1200000,contract,19,1,9291,613,100000,home,0.59,0.1,0
APP-0781,52,1800000,government,19,2,9900,657,5000000,home,0.53,0.33,0
APP-0782,35,1200000,self_employed,16,3,13746,683,100000,personal,0.6,0.15,0
APP-0783,33,1800000,government,19,3,24285,752,250000,business,0.83,0.18,0
APP-0784,28,600000,contract,19,3,39339,640,500000,home,0.71,0.87,1
APP-0785,39,2400000,government,5,0,0,731,250000,home,0.74,0.01,0
APP-0786,35,1200000,self_employed,1,0,0,568,500000,education,0.45,0.04,0
APP-0787,54,300000,government,14,3,43539,564,1000000,vehicle,0.68,2.06,1
APP-0788,56,840000,salaried,13,3,34452,563,500000,vehicle,0.76,0.55,0
APP-0789,26,300000,contract,12,2,29084,473,2500000,medical,0.62,1.96,1
APP-0790,31,300000,self_employed,18,2,10786,666,100000,personal,0.53,0.46,0
APP-0791,25,300000,government,15,2,27148,691,2500000,vehicle,0.62,1.89,1
APP-0792,44,420000,contract,4,2,11476,675,1000000,business,0.53,0.56,0
APP-0793,27,840000,salaried,9,0,0,738,100000,business,0.62,0.01,0
APP-0794,40,420000,government,1,2,29590,644,100000,vehicle,0.77,0.87,1
APP-0795,26,420000,government,15,0,0,762,5000000,education,0.42,1.14,1
APP-0796,47,1200000,self_employed,1,1,14859,728,5000000,home,0.64,0.55,1
APP-0797,44,420000,self_employed,12,3,11454,649,500000,medical,0.9,0.44,0
APP-0798,23,2400000,government,3,2,21896,758,500000,personal,0.89,0.13,0
APP-0799,42,300000,government,15,2,9850,709,1000000,education,0.44,0.71,0
APP-0800,37,2400000,contract,14,2,28712,648,1000000,education,0.51,0.18,0
APP-0801,48,2400000,salaried,11,1,5511,728,5000000,vehicle,0.89,0.23,0
APP-0802,41,1800000,self_employed,4,2,15526,660,2500000,vehicle,0.9,0.24,0
APP-0803,48,1200000,self_employed,16,3,44307,721,100000,vehicle,0.86,0.45,0
APP-0804,44,300000,salaried,4,1,7393,551,1000000,business,0.51,0.62,1
APP-0805,33,600000,contract,11,1,4539,834,5000000,medical,0.51,0.89,0
APP-0806,53,300000,government,11,0,0,844,250000,personal,0.71,0.08,0
APP-0807,22,600000,contract,9,3,17808,663,1000000,medical,0.47,0.52,0
APP-0808,28,840000,self_employed,17,0,0,622,2500000,vehicle,0.59,0.29,0
APP-0809,46,1200000,government,11,1,12219,678,5000000,personal,0.6,0.52,0
APP-0810,45,600000,government,10,2,20478,677,100000,vehicle,0.54,0.43,0
APP-0811,51,840000,government,5,0,0,607,500000,home,0.69,0.06,0
APP-0812,29,2400000,contract,20,2,10212,741,250000,personal,0.77,0.06,0
APP-0813,49,600000,government,17,0,0,721,1000000,personal,0.64,0.16,0
APP-0814,43,1200000,self_employed,19,2,29960,568,100000,personal,0.58,0.31,1
APP-0815,42,2400000,government,10,0,0,645,100000,home,0.43,0.0,0
APP-0816,29,2400000,salaried,5,3,38022,623,1000000,medical,0.85,0.23,0
APP-0817,46,2400000,salaried,9,0,0,800,1000000,personal,0.49,0.04,0
APP-0818,22,300000,self_employed,17,2,6290,642,500000,personal,0.8,0.41,0
APP-0819,30,1800000,salaried,13,0,0,683,5000000,vehicle,0.87,0.27,0
APP-0820,36,300000,government,16,1,6910,745,250000,education,0.87,0.36,0
APP-0821,44,420000,self_employed,18,0,0,658,250000,medical,0.57,0.06,0
APP-0822,39,2400000,contract,6,2,8104,802,500000,business,0.42,0.06,0
APP-0823,22,1200000,government,5,3,44868,745,100000,personal,0.63,0.46,1
APP-0824,55,1200000,self_employed,6,3,25884,802,5000000,personal,0.69,0.66,0
APP-0825,39,2400000,self_employed,10,3,38610,691,5000000,business,0.81,0.39,0
APP-0826,25,420000,government,18,1,7344,745,100000,personal,0.64,0.23,0
APP-0827,41,300000,self_employed,17,1,12047,776,2500000,medical,0.86,1.28,0
APP-0828,50,840000,self_employed,19,0,0,612,100000,medical,0.95,0.01,0
APP-0829,53,300000,contract,18,0,0,620,250000,business,0.43,0.08,0
APP-0830,51,420000,government,14,0,0,702,2500000,home,0.67,0.57,1
APP-0831,57,1800000,government,16,2,22470,812,2500000,home,0.47,0.28,0
APP-0832,39,600000,salaried,20,2,29440,674,2500000,vehicle,0.71,0.99,1
APP-0833,42,300000,salaried,14,2,26024,755,100000,business,0.92,1.07,0
APP-0834,45,840000,contract,4,0,0,556,5000000,home,0.44,0.57,0
APP-0835,43,420000,salaried,14,1,8501,563,5000000,vehicle,0.87,1.39,1
APP-0836,51,300000,salaried,6,1,10863,741,2500000,medical,0.57,1.23,1
APP-0837,49,600000,salaried,13,0,0,801,250000,vehicle,0.53,0.04,0
APP-0838,44,300000,salaried,16,3,20283,717,100000,personal,0.82,0.84,1
APP-0839,57,1200000,government,20,3,29382,660,100000,personal,0.7,0.3,1
APP-0840,41,600000,contract,8,1,8246,506,1000000,vehicle,0.67,0.32,0
APP-0841,51,600000,salaried,20,0,0,571,5000000,personal,0.45,0.8,0
APP-0842,42,300000,self_employed,1,2,18354,660,100000,personal,0.73,0.77,1
APP-0843,58,1200000,contract,18,2,24800,768,2500000,medical,0.67,0.45,1
APP-0844,58,600000,contract,11,2,10440,659,1000000,vehicle,0.78,0.37,0
APP-0845,33,2400000,salaried,7,0,0,548,500000,business,0.56,0.02,0
APP-0846,22,600000,contract,17,0,0,646,1000000,medical,0.41,0.16,0
APP-0847,55,1200000,government,8,1,12798,661,5000000,education,0.71,0.53,0
APP-0848,29,420000,self_employed,15,1,8162,583,2500000,personal,0.58,0.8,1
APP-0849,25,2400000,government,12,1,7298,550,500000,medical,0.49,0.06,0
APP-0850,57,2400000,self_employed,9,1,12682,630,5000000,personal,0.85,0.26,0
APP-0851,38,300000,self_employed,20,1,14355,642,2500000,education,0.84,1.37,1
APP-0852,23,1800000,government,17,0,0,606,500000,education,0.68,0.03,0
APP-0853,52,1200000,self_employed,19,2,9158,541,5000000,education,0.79,0.49,1
APP-0854,24,2400000,self_employed,8,3,34854,508,100000,business,0.55,0.18,0
APP-0855,32,1200000,self_employed,16,3,23181,780,5000000,education,0.55,0.63,0
APP-0856,55,2400000,contract,18,2,21488,789,5000000,vehicle,0.62,0.31,0
APP-0857,39,300000,self_employed,15,3,12510,647,250000,personal,0.62,0.58,0
APP-0858,56,420000,salaried,2,2,17820,652,500000,personal,0.71,0.62,0
APP-0859,36,1800000,contract,12,1,7441,676,5000000,vehicle,0.67,0.32,0
APP-0860,54,1200000,contract,14,3,29760,676,2500000,personal,0.51,0.5,0
APP-0861,31,840000,government,13,0,0,723,250000,home,0.76,0.03,0
APP-0862,34,2400000,self_employed,10,1,13146,572,250000,vehicle,0.77,0.08,0
APP-0863,38,2400000,self_employed,12,3,41592,792,2500000,business,0.57,0.31,0
APP-0864,28,840000,salaried,7,2,17400,541,250000,vehicle,0.92,0.28,0
APP-0865,34,840000,salaried,13,3,18825,624,1000000,personal,0.56,0.38,0
APP-0866,30,2400000,government,16,3,41058,682,2500000,medical,0.92,0.31,0
APP-0867,46,2400000,self_employed,16,1,4507,717,500000,education,0.43,0.04,0
APP-0868,58,1200000,government,16,2,25346,695,2500000,medical,0.42,0.45,0
APP-0869,52,420000,contract,15,0,0,812,1000000,vehicle,0.54,0.23,0
APP-0870,51,2400000,self_employed,14,2,16210,644,250000,education,0.89,0.09,0
APP-0871,56,1800000,self_employed,13,0,0,629,250000,vehicle,0.76,0.01,0
APP-0872,32,420000,government,9,0,0,624,5000000,home,0.42,1.14,1
APP-0873,56,840000,government,14,1,14011,730,5000000,personal,0.52,0.77,0
APP-0874,50,600000,government,19,1,10995,762,1000000,medical,0.64,0.38,0
APP-0875,23,300000,contract,17,2,27594,458,1000000,vehicle,0.62,1.42,1
APP-0876,34,600000,salaried,8,0,0,699,100000,business,0.42,0.02,0
APP-0877,56,420000,self_employed,16,2,14242,856,250000,home,0.91,0.46,0
APP-0878,53,1200000,salaried,16,0,0,756,100000,personal,0.59,0.01,0
APP-0879,40,1800000,salaried,10,0,0,654,5000000,education,0.59,0.27,0
APP-0880,32,1800000,self_employed,15,3,13710,579,5000000,medical,0.51,0.36,0
APP-0881,22,1200000,self_employed,18,3,31155,576,1000000,home,0.7,0.39,0
APP-0882,41,1800000,government,2,0,0,687,5000000,medical,0.65,0.27,0
APP-0883,58,840000,self_employed,3,1,8328,541,500000,medical,0.47,0.18,0
APP-0884,28,600000,contract,15,0,0,514,1000000,business,0.74,0.16,0
APP-0885,52,1200000,self_employed,10,3,20100,699,100000,education,0.42,0.21,0
APP-0886,27,1800000,contract,1,2,13032,678,500000,home,0.72,0.11,0
APP-0887,38,1800000,government,7,3,32952,709,5000000,home,0.55,0.49,0
APP-0888,44,840000,salaried,2,3,19338,644,100000,education,0.46,0.29,0
APP-0889,32,600000,self_employed,6,3,22704,678,2500000,education,0.78,0.85,1
APP-0890,55,420000,salaried,14,2,28432,768,5000000,business,0.46,1.96,1
APP-0891,44,840000,contract,2,1,14983,614,250000,education,0.93,0.24,0
APP-0892,57,600000,self_employed,10,0,0,778,100000,education,0.78,0.02,0
APP-0893,26,840000,government,16,0,0,658,2500000,education,0.72,0.29,0
APP-0894,50,1200000,government,11,0,0,681,100000,education,0.74,0.01,0
APP-0895,48,600000,self_employed,4,0,0,748,100000,vehicle,0.82,0.02,0
APP-0896,46,300000,self_employed,3,0,0,724,250000,home,0.85,0.08,0
APP-0897,51,600000,contract,9,2,23828,695,250000,personal,0.85,0.52,0
APP-0898,56,1800000,contract,7,3,16254,632,250000,home,0.67,0.12,0
APP-0899,27,1800000,contract,18,3,10821,640,1000000,personal,0.84,0.13,0
APP-0900,25,300000,contract,11,0,0,615,5000000,business,0.92,1.6,1
APP-0901,22,600000,salaried,14,2,27052,571,2500000,medical,0.54,0.94,1
APP-0902,26,1800000,government,9,0,0,608,250000,education,0.83,0.01,0
APP-0903,48,300000,self_employed,16,1,8960,678,1000000,personal,0.55,0.68,0
APP-0904,54,1800000,government,7,1,10973,730,250000,vehicle,0.74,0.09,0
APP-0905,34,1800000,self_employed,13,1,12140,649,1000000,business,0.94,0.13,0
APP-0906,28,2400000,government,5,1,8991,832,1000000,home,0.63,0.08,0
APP-0907,38,1200000,government,19,1,5065,668,500000,home,0.54,0.09,0
APP-0908,45,840000,self_employed,18,0,0,654,250000,education,0.8,0.03,0
APP-0909,25,2400000,self_employed,9,0,0,900,100000,education,0.77,0.0,0
APP-0910,39,600000,contract,14,1,7059,789,500000,medical,0.55,0.22,0
APP-0911,53,1200000,salaried,16,3,10278,762,5000000,home,0.86,0.5,0
APP-0912,42,2400000,self_employed,7,3,38502,767,1000000,medical,0.85,0.23,0
APP-0913,24,2400000,contract,17,0,0,718,100000,vehicle,0.82,0.0,0
APP-0914,58,300000,government,20,1,11647,703,2500000,personal,0.67,1.27,0
APP-0915,42,420000,salaried,10,3,10524,850,500000,vehicle,0.86,0.41,0
APP-0916,57,600000,government,10,3,38964,731,100000,education,0.55,0.8,1
APP-0917,57,600000,government,2,1,13076,707,500000,personal,0.68,0.34,0
APP-0918,26,1800000,salaried,17,3,29610,604,100000,home,0.61,0.2,0
APP-0919,40,300000,contract,18,3,25908,762,100000,medical,0.45,1.07,1
APP-0920,41,1800000,contract,5,0,0,652,1000000,education,0.93,0.05,0
APP-0921,28,2400000,government,7,1,11103,667,5000000,education,0.53,0.26,0
APP-0922,42,1200000,government,1,2,26990,617,2500000,home,0.7,0.47,0
APP-0923,58,420000,salaried,16,2,7542,632,5000000,business,0.55,1.36,1
APP-0924,37,420000,salaried,6,1,10168,737,5000000,medical,0.59,1.43,0
APP-0925,32,1200000,contract,14,2,28010,664,100000,personal,0.83,0.29,0
APP-0926,48,1200000,salaried,13,0,0,742,500000,vehicle,0.71,0.04,0
APP-0927,39,420000,contract,20,0,0,848,2500000,medical,0.94,0.57,0
APP-0928,44,600000,government,13,3,36423,556,5000000,personal,0.93,1.53,1
APP-0929,57,840000,self_employed,5,2,26492,816,2500000,education,0.65,0.66,1
APP-0930,35,1800000,contract,2,1,6237,789,1000000,business,0.69,0.09,0
APP-0931,47,1800000,salaried,13,0,0,662,100000,home,0.57,0.01,0
APP-0932,40,1200000,government,18,0,0,695,2500000,medical,0.45,0.2,0
APP-0933,46,420000,salaried,6,0,0,649,2500000,vehicle,0.58,0.57,1
APP-0934,48,2400000,salaried,15,1,3235,599,2500000,education,0.87,0.12,0
APP-0935,47,600000,salaried,8,2,18446,693,1000000,vehicle,0.85,0.53,0
APP-0936,42,1800000,contract,7,3,22764,702,100000,personal,0.62,0.16,0
APP-0937,35,840000,contract,8,2,17298,655,250000,vehicle,0.46,0.28,0
APP-0938,47,2400000,government,19,1,3835,683,250000,medical,0.68,0.03,0
APP-0939,25,1200000,government,18,0,0,588,500000,medical,0.74,0.04,0
APP-0940,52,2400000,self_employed,17,0,0,766,1000000,vehicle,0.52,0.04,0
APP-0941,22,1800000,self_employed,12,3,41847,728,1000000,vehicle,0.62,0.33,0
APP-0942,34,1200000,contract,19,3,12387,564,1000000,education,0.87,0.2,1
APP-0943,31,420000,government,18,2,28542,633,2500000,home,0.79,1.39,1
APP-0944,23,1200000,salaried,16,2,18784,560,500000,education,0.5,0.23,0
APP-0945,30,1800000,self_employed,15,3,13137,704,500000,medical,0.64,0.11,0
APP-0946,55,1800000,salaried,13,2,25050,796,2500000,home,0.69,0.3,0
APP-0947,51,300000,salaried,7,0,0,638,5000000,personal,0.48,1.6,1
APP-0948,57,840000,self_employed,16,2,9740,832,100000,personal,0.67,0.15,0
APP-0949,36,420000,self_employed,17,2,9562,602,5000000,education,0.85,1.42,1
APP-0950,26,840000,government,6,3,44394,613,100000,business,0.63,0.65,1
APP-0951,54,300000,salaried,18,0,0,827,2500000,education,0.87,0.8,0
APP-0952,49,300000,self_employed,1,1,13009,717,2500000,personal,0.65,1.32,0
APP-0953,37,300000,contract,15,1,8384,657,500000,business,0.63,0.5,0
APP-0954,56,1200000,self_employed,12,2,17744,666,1000000,education,0.82,0.26,0
APP-0955,29,600000,self_employed,20,2,11676,786,100000,business,0.67,0.25,0
APP-0956,31,300000,contract,16,1,11034,673,500000,personal,0.69,0.6,0
APP-0957,41,1800000,contract,5,3,10374,879,100000,vehicle,0.73,0.07,0
APP-0958,38,2400000,government,5,0,0,714,250000,vehicle,0.67,0.01,0
APP-0959,33,300000,self_employed,8,3,28047,752,2500000,vehicle,0.85,1.92,1
APP-0960,58,600000,government,1,3,34281,791,5000000,personal,0.74,1.49,1
APP-0961,52,1200000,salaried,19,2,24342,616,250000,education,0.82,0.26,0
APP-0962,46,840000,self_employed,11,1,6302,690,100000,education,0.9,0.1,0
APP-0963,54,420000,self_employed,13,0,0,601,250000,medical,0.94,0.06,0
APP-0964,55,420000,salaried,16,0,0,572,1000000,personal,0.73,0.23,0
APP-0965,39,2400000,self_employed,14,1,6961,642,100000,home,0.84,0.04,0
APP-0966,52,2400000,government,11,1,5994,588,2500000,medical,0.83,0.13,0
APP-0967,33,1200000,salaried,3,2,9284,718,250000,education,0.61,0.11,0
APP-0968,45,2400000,self_employed,12,1,12470,686,100000,medical,0.73,0.07,0
APP-0969,56,2400000,contract,20,0,0,583,500000,personal,0.78,0.02,0
APP-0970,58,300000,government,3,2,9360,685,2500000,home,0.44,1.17,1
APP-0971,36,1800000,self_employed,5,1,3063,558,1000000,business,0.63,0.07,0
APP-0972,50,2400000,self_employed,8,1,13450,664,1000000,home,0.4,0.11,0
APP-0973,36,840000,contract,4,1,3610,689,5000000,business,0.73,0.62,1
APP-0974,49,1800000,government,5,0,0,698,1000000,home,0.53,0.05,0
APP-0975,53,420000,government,4,0,0,754,2500000,business,0.85,0.57,0
APP-0976,50,420000,salaried,15,1,11875,681,500000,personal,0.74,0.45,0
APP-0977,29,1200000,government,5,3,14460,796,250000,home,0.6,0.16,0
APP-0978,42,600000,government,4,3,18216,651,500000,medical,0.46,0.44,0
APP-0979,26,300000,government,9,3,10404,791,5000000,personal,0.57,2.02,1
APP-0980,40,1800000,self_employed,4,0,0,628,2500000,home,0.93,0.13,0
APP-0981,23,300000,government,3,3,36900,642,1000000,medical,0.57,1.8,1
APP-0982,49,600000,self_employed,19,1,11298,760,250000,home,0.5,0.27,0
APP-0983,46,300000,government,8,2,13952,621,500000,medical,0.42,0.72,1
APP-0984,32,300000,self_employed,16,2,9188,603,5000000,education,0.51,1.97,1
APP-0985,43,300000,contract,11,0,0,702,500000,medical,0.94,0.16,0
APP-0986,48,2400000,government,13,1,5252,676,100000,education,0.84,0.03,0
APP-0987,56,420000,self_employed,19,1,11131,612,250000,education,0.88,0.38,0
APP-0988,49,2400000,contract,10,0,0,564,5000000,vehicle,0.7,0.2,0
APP-0989,29,1200000,salaried,4,0,0,632,500000,medical,0.94,0.04,0
APP-0990,50,420000,contract,17,0,0,737,500000,vehicle,0.86,0.11,0
APP-0991,56,1200000,salaried,17,0,0,806,2500000,business,0.79,0.2,0
APP-0992,54,2400000,salaried,6,3,23511,717,5000000,home,0.48,0.32,0
APP-0993,46,600000,contract,19,2,18302,723,100000,personal,0.92,0.38,0
APP-0994,46,1200000,government,2,1,7427,687,5000000,education,0.84,0.47,0
APP-0995,49,1200000,self_employed,18,1,5376,698,500000,medical,0.45,0.09,0
APP-0996,35,420000,contract,20,0,0,555,100000,education,0.84,0.02,0
APP-0997,28,2400000,government,4,3,29238,809,5000000,personal,0.72,0.35,0
APP-0998,32,1800000,government,17,2,23900,501,2500000,personal,0.79,0.29,0
APP-0999,39,840000,contract,19,2,25256,707,1000000,home,0.73,0.48,1
APP-1000,33,1800000,contract,17,3,19044,772,5000000,medical,0.47,0.39,0
